Start,Finish,Active Calories (kcal),Body Fat Percentage (%),Body Mass Index (count),Dietary Calories (cal),Distance (mi),Flights Climbed (count),Lean Body Mass (lb),Number of Times Fallen (count),Oxygen Saturation (%),Resting Calories (kcal),Steps (count),Weight (lb)
27-Jan-2015 00:00,28-Jan-2015 00:00,0.0,0.0,0.0,0.0,2.39499098791153,8.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Jan-2015 00:00,29-Jan-2015 00:00,0.0,0.0,0.0,0.0,3.7104710846392,7.0,0.0,0.0,0.0,0.0,0.0,0.0
29-Jan-2015 00:00,30-Jan-2015 00:00,0.0,0.0,0.0,0.0,2.7488956688508,3.0,0.0,0.0,0.0,0.0,0.0,0.0
30-Jan-2015 00:00,31-Jan-2015 00:00,0.0,0.0,0.0,0.0,1.79956398436872,4.0,0.0,0.0,0.0,0.0,0.0,0.0
31-Jan-2015 00:00,01-Feb-2015 00:00,0.0,0.0,0.0,0.0,3.13712877878427,23.0,0.0,0.0,0.0,0.0,0.0,0.0
01-Feb-2015 00:00,02-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.64642938475605,5.0,0.0,0.0,0.0,0.0,0.0,0.0
02-Feb-2015 00:00,03-Feb-2015 00:00,0.0,0.0,0.0,0.0,3.45258534248989,5.0,0.0,0.0,0.0,0.0,0.0,0.0
03-Feb-2015 00:00,04-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.99791149685374,3.0,0.0,0.0,0.0,0.0,0.0,0.0
04-Feb-2015 00:00,05-Feb-2015 00:00,0.0,0.0,0.0,0.0,2.54743392787166,1.0,0.0,0.0,0.0,0.0,0.0,0.0
05-Feb-2015 00:00,06-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.32000834083272,8.0,0.0,0.0,0.0,0.0,0.0,0.0
06-Feb-2015 00:00,07-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.958675554056132,7.0,0.0,0.0,0.0,0.0,0.0,0.0
07-Feb-2015 00:00,08-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.10342319749883,5.0,0.0,0.0,0.0,0.0,0.0,0.0
08-Feb-2015 00:00,09-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.146461073895511,1.0,0.0,0.0,0.0,0.0,0.0,0.0
09-Feb-2015 00:00,10-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.93761285975759,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10-Feb-2015 00:00,11-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.3947224018674,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11-Feb-2015 00:00,12-Feb-2015 00:00,0.0,0.0,0.0,0.0,3.0793156287911,9.0,0.0,0.0,0.0,0.0,0.0,0.0
12-Feb-2015 00:00,13-Feb-2015 00:00,0.0,0.0,0.0,0.0,2.12246923596728,5.0,0.0,0.0,0.0,0.0,0.0,0.0
13-Feb-2015 00:00,14-Feb-2015 00:00,0.0,0.0,0.0,0.0,2.98135373884582,4.0,0.0,0.0,0.0,0.0,0.0,0.0
14-Feb-2015 00:00,15-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.539675638894441,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15-Feb-2015 00:00,16-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.950610157979921,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16-Feb-2015 00:00,17-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.185431533379302,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17-Feb-2015 00:00,18-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.01878661585888,6.0,0.0,0.0,0.0,0.0,0.0,0.0
18-Feb-2015 00:00,19-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.23898386833128,6.0,0.0,0.0,0.0,0.0,0.0,0.0
19-Feb-2015 00:00,20-Feb-2015 00:00,0.0,0.0,0.0,0.0,2.51537661231049,4.0,0.0,0.0,0.0,0.0,0.0,0.0
20-Feb-2015 00:00,21-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.94372482131356,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21-Feb-2015 00:00,22-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.883704402854763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-Feb-2015 00:00,23-Feb-2015 00:00,0.0,0.0,0.0,0.0,4.93307871237904,7.0,0.0,0.0,0.0,0.0,0.0,0.0
23-Feb-2015 00:00,24-Feb-2015 00:00,0.0,0.0,0.0,0.0,0.0722573144420873,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Feb-2015 00:00,25-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.18862134464062,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Feb-2015 00:00,26-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.49380819495153,6.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Feb-2015 00:00,27-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.36340218681819,6.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Feb-2015 00:00,28-Feb-2015 00:00,0.0,0.0,0.0,0.0,1.87733597218274,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Feb-2015 00:00,01-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.3800428945398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-Mar-2015 00:00,02-Mar-2015 00:00,0.0,0.0,0.0,0.0,4.23240503048768,5.0,0.0,0.0,0.0,0.0,0.0,0.0
02-Mar-2015 00:00,03-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.52347867022943,3.0,0.0,0.0,0.0,0.0,0.0,0.0
03-Mar-2015 00:00,04-Mar-2015 00:00,0.0,0.0,0.0,0.0,2.15098124316728,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04-Mar-2015 00:00,05-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.468627280185359,4.0,0.0,0.0,0.0,0.0,0.0,0.0
05-Mar-2015 00:00,06-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.91386381939198,1.0,0.0,0.0,0.0,0.0,0.0,0.0
06-Mar-2015 00:00,07-Mar-2015 00:00,0.0,0.0,0.0,0.0,2.24939712036876,9.0,0.0,0.0,0.0,0.0,0.0,0.0
07-Mar-2015 00:00,08-Mar-2015 00:00,0.0,0.0,0.0,0.0,5.65978248675391,5.0,0.0,0.0,0.0,0.0,0.0,0.0
08-Mar-2015 00:00,09-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.23205002304108,1.0,0.0,0.0,0.0,0.0,0.0,0.0
09-Mar-2015 00:00,10-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.22595890160036,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10-Mar-2015 00:00,11-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.127811848248882,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11-Mar-2015 00:00,12-Mar-2015 00:00,0.0,0.0,0.0,0.0,6.10012331698218,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12-Mar-2015 00:00,13-Mar-2015 00:00,0.0,0.0,0.0,0.0,5.8438431467162,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13-Mar-2015 00:00,14-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.10779757428805,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14-Mar-2015 00:00,15-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.20182341238094,3.0,0.0,0.0,0.0,0.0,0.0,0.0
15-Mar-2015 00:00,16-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.524841644676157,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16-Mar-2015 00:00,17-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.593390087739594,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17-Mar-2015 00:00,18-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.430392934523078,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18-Mar-2015 00:00,19-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.939537861823867,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19-Mar-2015 00:00,20-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.19133467696622,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20-Mar-2015 00:00,21-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.08271286734299,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21-Mar-2015 00:00,22-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.912129421155797,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22-Mar-2015 00:00,23-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.966752590742118,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23-Mar-2015 00:00,24-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.887482353422747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Mar-2015 00:00,25-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.20485022399145,2.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Mar-2015 00:00,26-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.702141312882811,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Mar-2015 00:00,27-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.694841105155828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Mar-2015 00:00,28-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.895000211835787,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Mar-2015 00:00,29-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.332144872376214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-Mar-2015 00:00,30-Mar-2015 00:00,0.0,0.0,0.0,0.0,0.921436032727419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-Mar-2015 00:00,31-Mar-2015 00:00,0.0,0.0,0.0,0.0,1.16855760635208,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31-Mar-2015 00:00,01-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.946015295718691,2.0,0.0,0.0,0.0,0.0,0.0,0.0
01-Apr-2015 00:00,02-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.776219096793848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-Apr-2015 00:00,03-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.26040339938863,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03-Apr-2015 00:00,04-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.11560726062909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-Apr-2015 00:00,05-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.31037790150842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-Apr-2015 00:00,06-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.292384647638833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-Apr-2015 00:00,07-Apr-2015 00:00,0.0,0.0,0.0,0.0,2.9322970846431,1.0,0.0,0.0,0.0,0.0,0.0,0.0
07-Apr-2015 00:00,08-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.484667531315214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-Apr-2015 00:00,09-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.21497134774414,2.0,0.0,0.0,0.0,0.0,0.0,0.0
09-Apr-2015 00:00,10-Apr-2015 00:00,0.0,0.0,0.0,0.0,2.24416810521555,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10-Apr-2015 00:00,11-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.492083586935865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-Apr-2015 00:00,12-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.00407092689059,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12-Apr-2015 00:00,13-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.249697509182521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-Apr-2015 00:00,14-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.7455311727635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14-Apr-2015 00:00,15-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.869056133801948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-Apr-2015 00:00,16-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.99053099926411,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16-Apr-2015 00:00,17-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.08941340448849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-Apr-2015 00:00,18-Apr-2015 00:00,0.0,0.0,0.0,0.0,2.51779332481261,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18-Apr-2015 00:00,19-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.0590923841853647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-Apr-2015 00:00,20-Apr-2015 00:00,0.0,0.0,0.0,0.0,6.77852201112388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-Apr-2015 00:00,21-Apr-2015 00:00,0.0,0.0,0.0,0.0,3.49139622726201,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21-Apr-2015 00:00,22-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.19354744134005,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22-Apr-2015 00:00,23-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.70527405666848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-Apr-2015 00:00,24-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.672947934460218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Apr-2015 00:00,25-Apr-2015 00:00,0.0,0.0,0.0,0.0,3.07166799573223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Apr-2015 00:00,26-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.99399207619085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Apr-2015 00:00,27-Apr-2015 00:00,0.0,0.0,0.0,0.0,0.933133022351893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Apr-2015 00:00,28-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.05876608901258,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Apr-2015 00:00,29-Apr-2015 00:00,0.0,0.0,0.0,0.0,1.55911438764892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-Apr-2015 00:00,30-Apr-2015 00:00,0.0,0.0,0.0,0.0,2.06129201334108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-Apr-2015 00:00,01-May-2015 00:00,0.0,0.0,0.0,0.0,0.35907088302527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-May-2015 00:00,02-May-2015 00:00,0.0,0.0,0.0,0.0,2.2243221977502,4.0,0.0,0.0,0.0,0.0,0.0,0.0
02-May-2015 00:00,03-May-2015 00:00,0.0,0.0,0.0,0.0,0.998692667067218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-May-2015 00:00,04-May-2015 00:00,0.0,0.0,0.0,0.0,0.724565552620658,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04-May-2015 00:00,05-May-2015 00:00,0.0,0.0,0.0,0.0,1.35042072649178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-May-2015 00:00,06-May-2015 00:00,0.0,0.0,0.0,0.0,0.95404885009447,1.0,0.0,0.0,0.0,0.0,0.0,0.0
06-May-2015 00:00,07-May-2015 00:00,0.0,0.0,0.0,0.0,1.08253710325614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-May-2015 00:00,08-May-2015 00:00,0.0,0.0,0.0,0.0,1.43991419354497,1.0,0.0,0.0,0.0,0.0,0.0,0.0
08-May-2015 00:00,09-May-2015 00:00,0.0,0.0,0.0,0.0,1.06082105413152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-May-2015 00:00,10-May-2015 00:00,0.0,0.0,0.0,0.0,2.59944486606155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-May-2015 00:00,11-May-2015 00:00,0.0,0.0,0.0,0.0,1.08602849774429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-May-2015 00:00,12-May-2015 00:00,0.0,0.0,0.0,0.0,1.08666480373622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-May-2015 00:00,13-May-2015 00:00,0.0,0.0,0.0,0.0,1.6120498356498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-May-2015 00:00,14-May-2015 00:00,0.0,0.0,0.0,0.0,0.775241587166346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-May-2015 00:00,15-May-2015 00:00,0.0,0.0,0.0,0.0,1.88748063280571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-May-2015 00:00,16-May-2015 00:00,0.0,0.0,0.0,0.0,0.125407604550761,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16-May-2015 00:00,17-May-2015 00:00,0.0,0.0,0.0,0.0,1.0153141235853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-May-2015 00:00,18-May-2015 00:00,0.0,0.0,0.0,0.0,0.820376268603821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-May-2015 00:00,19-May-2015 00:00,0.0,0.0,0.0,0.0,1.67362416412784,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19-May-2015 00:00,20-May-2015 00:00,0.0,0.0,0.0,0.0,0.302670623091023,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20-May-2015 00:00,21-May-2015 00:00,0.0,0.0,0.0,0.0,3.87984080996562,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21-May-2015 00:00,22-May-2015 00:00,0.0,0.0,0.0,0.0,1.01103489604653,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22-May-2015 00:00,23-May-2015 00:00,0.0,0.0,0.0,0.0,0.626598565895949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-May-2015 00:00,24-May-2015 00:00,0.0,0.0,0.0,0.0,1.60988050861218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-May-2015 00:00,25-May-2015 00:00,0.0,0.0,0.0,0.0,0.674965097588007,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25-May-2015 00:00,26-May-2015 00:00,0.0,0.0,0.0,0.0,2.8346242276544,2.0,0.0,0.0,0.0,0.0,0.0,0.0
26-May-2015 00:00,27-May-2015 00:00,0.0,0.0,0.0,0.0,1.2087593092939,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27-May-2015 00:00,28-May-2015 00:00,0.0,0.0,0.0,0.0,1.83129847239272,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28-May-2015 00:00,29-May-2015 00:00,0.0,0.0,0.0,0.0,0.452530124719487,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29-May-2015 00:00,30-May-2015 00:00,0.0,0.0,0.0,0.0,1.53929308340677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-May-2015 00:00,31-May-2015 00:00,0.0,0.0,0.0,0.0,0.79820858130359,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31-May-2015 00:00,01-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.71130086762763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-Jun-2015 00:00,02-Jun-2015 00:00,0.0,0.0,0.0,0.0,0.783178590570142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-Jun-2015 00:00,03-Jun-2015 00:00,0.0,0.0,0.0,0.0,0.905159104546305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-Jun-2015 00:00,04-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.60249932680307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-Jun-2015 00:00,05-Jun-2015 00:00,0.0,0.0,0.0,0.0,0.866134458833154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-Jun-2015 00:00,06-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.17116335788278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-Jun-2015 00:00,07-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.8647221369948,1.0,0.0,0.0,0.0,0.0,0.0,0.0
07-Jun-2015 00:00,08-Jun-2015 00:00,0.0,0.0,0.0,0.0,0.800341050593458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-Jun-2015 00:00,09-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.49551847028704,1.0,0.0,0.0,0.0,0.0,0.0,0.0
09-Jun-2015 00:00,10-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.49602556723399,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10-Jun-2015 00:00,11-Jun-2015 00:00,0.0,0.0,0.0,0.0,3.98376938239526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-Jun-2015 00:00,12-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.39896115944202,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12-Jun-2015 00:00,13-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.7390615127231,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13-Jun-2015 00:00,14-Jun-2015 00:00,0.0,0.0,0.0,0.0,1.31619445540899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14-Jun-2015 00:00,15-Jun-2015 00:00,0.0,0.0,0.0,0.0,2.05010637222176,3.0,0.0,0.0,0.0,0.0,0.0,0.0
